Gammal kod	Gammalt namn	Ny kod	Nytt namn	Hel/Del	Datum ikraftträdande	Ändringstyp	Ändring
020501	Almunge	010501	Almunge	Hel	1968-01-01	23	Kodändrad; annat än 20-22
020601	Fasterna	010601	Fasterna	Hel	1968-01-01	23	Kodändrad; annat än 20-22
020602	Rimbo	010602	Rimbo	Hel	1968-01-01	23	Kodändrad; annat än 20-22
020603	Rö	010603	Rö	Hel	1968-01-01	23	Kodändrad; annat än 20-22
020604	Skederid	010604	Skederid	Hel	1968-01-01	23	Kodändrad; annat än 20-22
020605	Husby-Sjuhundra	010605	Husby-Sjuhundra	Hel	1968-01-01	23	Kodändrad; annat än 20-22
020606	Gottröra	010606	Gottröra	Hel	1968-01-01	23	Kodändrad; annat än 20-22
020607	Närtuna	010607	Närtuna	Hel	1968-01-01	23	Kodändrad; annat än 20-22
020701	Malsta	010701	Malsta	Hel	1968-01-01	23	Kodändrad; annat än 20-22
020702	Lohärad	010702	Lohärad	Hel	1968-01-01	23	Kodändrad; annat än 20-22
020703	Estuna	010703	Estuna	Hel	1968-01-01	23	Kodändrad; annat än 20-22
020704	Söderby-Karl	010704	Söderby-Karl	Hel	1968-01-01	23	Kodändrad; annat än 20-22
020705	Roslags-Bro	010705	Roslags-Bro	Hel	1968-01-01	23	Kodändrad; annat än 20-22
020706	Vätö	010706	Vätö	Hel	1968-01-01	23	Kodändrad; annat än 20-22
020801	Rådmansö	010801	Rådmansö	Hel	1968-01-01	23	Kodändrad; annat än 20-22
020802	Frötuna	010802	Frötuna	Hel	1968-01-01	23	Kodändrad; annat än 20-22
020900	Blidö	020901	Blidö	Hel	1967-01-01	23	Kodändrad; annat än 20-22
020901	Blidö	010901	Blidö	Hel	1968-01-01	23	Kodändrad; annat än 20-22
021001	Länna	011001	Länna	Hel	1968-01-01	23	Kodändrad; annat än 20-22
021002	Roslags-Kulla	021704	Roslags-Kulla	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
021003	Riala	011003	Riala	Hel	1968-01-01	23	Kodändrad; annat än 20-22
021101	Lagga	011101	Lagga	Hel	1968-01-01	23	Kodändrad; annat än 20-22
021102	Alsike	011102	Alsike	Hel	1968-01-01	23	Kodändrad; annat än 20-22
021103	Vassunda	011103	Vassunda	Hel	1968-01-01	23	Kodändrad; annat än 20-22
021104	Knivsta	011104	Knivsta	Hel	1968-01-01	23	Kodändrad; annat än 20-22
021105	Östuna	011105	Östuna	Hel	1968-01-01	23	Kodändrad; annat än 20-22
021106	Husby-Långhundra	011106	Husby-Långhundra	Hel	1968-01-01	23	Kodändrad; annat än 20-22
021201	Husby-Långhundra	021106	Husby-Långhundra	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
021202	Gottröra	020606	Gottröra	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
021203	Närtuna	020607	Närtuna	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
021204	Skepptuna	021305	Skepptuna	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
021205	Lunda	021306	Lunda	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
021206	Vidbo	021307	Vidbo	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
021301	Odensala	011301	Odensala	Hel	1968-01-01	23	Kodändrad; annat än 20-22
021302	Husby-Ärlinghundra	011302	Husby-Ärlinghundra	Hel	1968-01-01	23	Kodändrad; annat än 20-22
021303	Skånela	011303	Skånela	Hel	1968-01-01	23	Kodändrad; annat än 20-22
021304	Norrsunda	011304	Norrsunda	Hel	1968-01-01	23	Kodändrad; annat än 20-22
021305	Skepptuna	011305	Skepptuna	Hel	1968-01-01	23	Kodändrad; annat än 20-22
021306	Lunda	011306	Lunda	Hel	1968-01-01	23	Kodändrad; annat än 20-22
021307	Vidbo	011307	Vidbo	Hel	1968-01-01	23	Kodändrad; annat än 20-22
021401	Ed	011401	Ed	Hel	1968-01-01	23	Kodändrad; annat än 20-22
021402	Hammarby	011402	Hammarby	Hel	1968-01-01	23	Kodändrad; annat än 20-22
021403	Fresta	011403	Fresta	Hel	1968-01-01	23	Kodändrad; annat än 20-22
021501	Vallentuna	011501	Vallentuna	Hel	1968-01-01	23	Kodändrad; annat än 20-22
021502	Markim	011502	Markim	Hel	1968-01-01	23	Kodändrad; annat än 20-22
021503	Orkesta	011503	Orkesta	Hel	1968-01-01	23	Kodändrad; annat än 20-22
021504	Frösunda	011504	Frösunda	Hel	1968-01-01	23	Kodändrad; annat än 20-22
021601	Kårsta	011601	Kårsta	Hel	1968-01-01	23	Kodändrad; annat än 20-22
021602	Vada	011602	Vada	Hel	1968-01-01	23	Kodändrad; annat än 20-22
021603	Össeby-Garn	011603	Össeby-Garn	Hel	1968-01-01	23	Kodändrad; annat än 20-22
021604	Angarn	011604	Angarn	Hel	1968-01-01	23	Kodändrad; annat än 20-22
021701	Östra Ryd	011701	Östra Ryd	Hel	1968-01-01	23	Kodändrad; annat än 20-22
021702	Österåker	011702	Österåker	Hel	1968-01-01	23	Kodändrad; annat än 20-22
021703	Ljusterö	011703	Ljusterö	Hel	1968-01-01	23	Kodändrad; annat än 20-22
021704	Roslags-Kulla	011704	Roslags-Kulla	Hel	1968-01-01	23	Kodändrad; annat än 20-22
021800	Ljusterö	021703	Ljusterö	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
021901	Möja	011901	Möja	Hel	1968-01-01	23	Kodändrad; annat än 20-22
021902	Djurö	011902	Djurö	Hel	1968-01-01	23	Kodändrad; annat än 20-22
021903	Nämdö	011903	Nämdö	Hel	1968-01-01	23	Kodändrad; annat än 20-22
022000	Värmdö	022001	Värmdö	Hel	1967-01-01	23	Kodändrad; annat än 20-22
022001	Värmdö	012001	Värmdö	Hel	1968-01-01	23	Kodändrad; annat än 20-22
022101	Ingarö	012101	Ingarö	Hel	1968-01-01	23	Kodändrad; annat än 20-22
022102	Gustavsberg	012102	Gustavsberg	Hel	1968-01-01	23	Kodändrad; annat än 20-22
022200	Boo	022201	Boo	Hel	1967-01-01	23	Kodändrad; annat än 20-22
022201	Boo	012201	Boo	Hel	1968-01-01	23	Kodändrad; annat än 20-22
022301	Järfälla norra kbfd	012301	Järfälla	Hel	1968-01-01	23	Kodändrad; annat än 20-22
022302	Järfälla södra kbfd	012301	Järfälla	Hel	1968-01-01	10	Upphör; till befintlig
022401	Hilleshög	012401	Hilleshög	Hel	1968-01-01	23	Kodändrad; annat än 20-22
022402	Skå	012402	Skå	Hel	1968-01-01	23	Kodändrad; annat än 20-22
022403	Sånga	012403	Sånga	Hel	1968-01-01	23	Kodändrad; annat än 20-22
022404	Färentuna	012404	Färentuna	Hel	1968-01-01	23	Kodändrad; annat än 20-22
022501	Munsö	012501	Munsö	Hel	1968-01-01	23	Kodändrad; annat än 20-22
022502	Adelsö	012502	Adelsö	Hel	1968-01-01	23	Kodändrad; annat än 20-22
022503	Ekerö	012503	Ekerö	Hel	1968-01-01	23	Kodändrad; annat än 20-22
022504	Lovö	012504	Lovö	Hel	1968-01-01	23	Kodändrad; annat än 20-22
022600	Huddinge	022601	Huddinge	Hel	1967-01-01	23	Kodändrad; annat än 20-22
022601	Huddinge	012601	Huddinge	Hel	1968-01-01	23	Kodändrad; annat än 20-22
022700	Botkyrka	022701	Botkyrka	Hel	1967-01-01	23	Kodändrad; annat än 20-22
022700	Botkyrka	022700	Botkyrka	Hel	1961-01-01	16	Utvidgas och namnändras
022701	Botkyrka kbfd	022700	Botkyrka	Hel	1961-01-01	23	Kodändrad; annat än 20-22
022701	Botkyrka	012701	Botkyrka	Hel	1968-01-01	23	Kodändrad; annat än 20-22
022702	Tumba kbfd	022700	Botkyrka	Hel	1961-01-01	10	Upphör; till befintlig
022800	Salem	022801	Salem	Hel	1967-01-01	23	Kodändrad; annat än 20-22
022801	Salem	012801	Salem	Hel	1968-01-01	23	Kodändrad; annat än 20-22
022900	Grödinge	022901	Grödinge	Hel	1967-01-01	23	Kodändrad; annat än 20-22
022901	Grödinge	012901	Grödinge	Hel	1968-01-01	23	Kodändrad; annat än 20-22
023001	Östertälje	028102	Östertälje	Hel	1963-01-01	21	Kodändrad; ny kommuntillhörighet
023002	Tveta	028103	Tveta	Hel	1963-01-01	21	Kodändrad; ny kommuntillhörighet
023100	Turinge	023101	Turinge	Hel	1967-01-01	23	Kodändrad; annat än 20-22
023101	Turinge	013101	Turinge	Hel	1968-01-01	23	Kodändrad; annat än 20-22
023201	Vårdinge	013201	Vårdinge	Hel	1968-01-01	23	Kodändrad; annat än 20-22
023202	Överjärna	013202	Överjärna	Hel	1968-01-01	23	Kodändrad; annat än 20-22
023203	Ytterjärna	013203	Ytterjärna	Hel	1968-01-01	23	Kodändrad; annat än 20-22
023300	Sorunda	023301	Sorunda	Hel	1967-01-01	23	Kodändrad; annat än 20-22
023301	Sorunda	013301	Sorunda	Hel	1968-01-01	23	Kodändrad; annat än 20-22
023401	Torö	013401	Torö	Hel	1968-01-01	23	Kodändrad; annat än 20-22
023402	Ösmo	013402	Ösmo	Hel	1968-01-01	23	Kodändrad; annat än 20-22
023501	Västerhaninge	013501	Västerhaninge	Hel	1968-01-01	23	Kodändrad; annat än 20-22
023502	Muskö	013502	Muskö	Hel	1968-01-01	23	Kodändrad; annat än 20-22
023601	Österhaninge södra kbfd	023601	Österhaninge	Hel	1960-01-01	16	Utvidgas och namnändras
023601	Österhaninge	013601	Österhaninge	Hel	1968-01-01	23	Kodändrad; annat än 20-22
023602	Österhaninge norra kbfd	023601	Österhaninge	Hel	1960-01-01	10	Upphör; till befintlig
023603	Utö	013603	Utö	Hel	1968-01-01	23	Kodändrad; annat än 20-22
023604	Ornö	013604	Ornö	Hel	1968-01-01	23	Kodändrad; annat än 20-22
023605	Dalarö	013605	Dalarö	Hel	1968-01-01	23	Kodändrad; annat än 20-22
023701	Utö	023603	Utö	Hel	1959-01-01	21	Kodändrad; ny kommuntillhörighet
023702	Ornö	023604	Ornö	Hel	1959-01-01	21	Kodändrad; ny kommuntillhörighet
023703	Dalarö	023605	Dalarö	Hel	1959-01-01	21	Kodändrad; ny kommuntillhörighet
023800	Tyresö	013801	Tyresö	Hel	1968-01-01	23	Kodändrad; annat än 20-22
026000	Täby	026001	Täby	Hel	1967-01-01	23	Kodändrad; annat än 20-22
026001	Täby	016001	Täby	Hel	1968-01-01	23	Kodändrad; annat än 20-22
026100	Danderyd, del	028501	Danderyd, del	Hel	1967-01-01	10	Upphör; till befintlig
026200	Danderyd, del	026201	Danderyd, del	Hel	1967-01-01	23	Kodändrad; annat än 20-22
026201	Danderyd, del	016201	Danderyd, del	Hel	1968-01-01	23	Kodändrad; annat än 20-22
026300	Sollentuna	026301	Sollentuna	Hel	1967-01-01	23	Kodändrad; annat än 20-22
026301	Sollentuna	016301	Sollentuna	Hel	1968-01-01	23	Kodändrad; annat än 20-22
026400	Saltsjöbaden	026401	Saltsjöbaden	Hel	1967-01-01	23	Kodändrad; annat än 20-22
026401	Saltsjöbaden	016401	Saltsjöbaden	Hel	1968-01-01	23	Kodändrad; annat än 20-22
028000	Nynäshamn	019201	Nynäshamn	Hel	1968-01-01	23	Kodändrad; annat än 20-22
028100	Södertälje	028101	Södertälje	Hel	1963-01-01	23	Kodändrad; annat än 20-22
028101	Södertälje	018101	Södertälje	Hel	1968-01-01	23	Kodändrad; annat än 20-22
028102	Östertälje	018102	Östertälje	Hel	1968-01-01	23	Kodändrad; annat än 20-22
028103	Tveta	018103	Tveta	Hel	1968-01-01	23	Kodändrad; annat än 20-22
028104	Enhörna	018104	Enhörna	Hel	1968-01-01	23	Kodändrad; annat än 20-22
028200	Nacka	028201	Nacka	Hel	1967-01-01	23	Kodändrad; annat än 20-22
028201	Nacka	018201	Nacka	Hel	1968-01-01	23	Kodändrad; annat än 20-22
028300	Sundbyberg	028301	Sundbyberg	Hel	1967-01-01	23	Kodändrad; annat än 20-22
028301	Sundbyberg	018301	Sundbyberg	Hel	1968-01-01	23	Kodändrad; annat än 20-22
028401	Solna	018401	Solna	Hel	1968-01-01	23	Kodändrad; annat än 20-22
028401	Solna	028402	Råsunda	Del	1963-01-01	12	Ger del till nybildad
028402	Råsunda	018402	Råsunda	Hel	1968-01-01	23	Kodändrad; annat än 20-22
028500	Danderyd, del	028501	Danderyd, del	Hel	1967-01-01	23	Kodändrad; annat än 20-22
028501	Danderyd, del	018501	Danderyd, del	Hel	1968-01-01	23	Kodändrad; annat än 20-22
028501	Danderyd, del	028501	Danderyd, del	Hel	1967-01-01	15	Utvidgas
028600	Lidingö	028601	Lidingö	Hel	1967-01-01	23	Kodändrad; annat än 20-22
028601	Lidingö	018601	Lidingö	Hel	1968-01-01	23	Kodändrad; annat än 20-22
028700	Vaxholm	028701	Vaxholm	Hel	1967-01-01	23	Kodändrad; annat än 20-22
028701	Vaxholm	018701	Vaxholm	Hel	1968-01-01	23	Kodändrad; annat än 20-22
028800	Norrtälje	028801	Norrtälje	Hel	1967-01-01	23	Kodändrad; annat än 20-22
028801	Norrtälje	018801	Norrtälje	Hel	1968-01-01	23	Kodändrad; annat än 20-22
028900	Östhammar	028901	Östhammar	Hel	1957-01-01	23	Kodändrad; annat än 20-22
028901	Östhammar	018901	Östhammar	Hel	1968-01-01	23	Kodändrad; annat än 20-22
028902	Forsmark	018902	Forsmark	Hel	1968-01-01	23	Kodändrad; annat än 20-22
028903	Valö	018903	Valö	Hel	1968-01-01	23	Kodändrad; annat än 20-22
028904	Börstil	018904	Börstil	Hel	1968-01-01	23	Kodändrad; annat än 20-22
028905	Hökhuvud	018905	Hökhuvud	Hel	1968-01-01	23	Kodändrad; annat än 20-22
028906	Harg	018906	Harg	Hel	1968-01-01	23	Kodändrad; annat än 20-22
028907	Öregrund	018907	Öregrund	Hel	1968-01-01	23	Kodändrad; annat än 20-22
028908	Gräsö	018908	Gräsö	Hel	1968-01-01	23	Kodändrad; annat än 20-22
029001	Öregrund	028907	Öregrund	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
029002	Gräsö	028908	Gräsö	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
029101	Sigtuna	019101	Sigtuna	Hel	1968-01-01	23	Kodändrad; annat än 20-22
029102	Sankt Olof	019102	S:t Olof	Hel	1968-01-01	23	Kodändrad; annat än 20-22
029103	Sankt Per	019103	S:t Per	Hel	1968-01-01	23	Kodändrad; annat än 20-22
029104	Haga	019104	Haga	Hel	1968-01-01	23	Kodändrad; annat än 20-22
030101	Enköpings-Näs	038102	Enköpings-Näs	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
030102	Teda	038103	Teda	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
030103	Svinnegarn	038104	Svinnegarn	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
030104	Tillinge	038105	Tillinge	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
030105	Bred	038106	Bred	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
030106	Sparrsätra	038107	Sparrsätra	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
030107	Vårfrukyrka	038108	Vårfrukyrka	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
030201	Boglösa	038109	Boglösa	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
030202	Lillkyrka	038110	Lillkyrka	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
030203	Vallby	038111	Vallby	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
030204	Kungs-Husby	038112	Kungs-Husby	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
030205	Torsvi	038113	Torsvi	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
030206	Veckholm	038114	Veckholm	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
030301	Hacksta	038115	Hacksta	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
030302	Löt	038116	Löt	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
030303	Villberga	038117	Villberga	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
030304	Husby-Sjutolft	038118	Husby-Sjutolft	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
030305	Litslena	038119	Litslena	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
030306	Härkeberga	038120	Härkeberga	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
030401	Bro	013901	Bro	Hel	1971-01-01	20	Kodändrad; ny länstillhörighet
030402	Låssa	013902	Låssa	Hel	1971-01-01	20	Kodändrad; ny länstillhörighet
030403	Stockholms-Näs	030403	Kungsängen	Hel	1968-01-01	40	Namnändrad (ej kodändrad)
030403	Kungsängen	013903	Kungsängen	Hel	1971-01-01	20	Kodändrad; ny länstillhörighet
030404	Västra Ryd	013904	Västra Ryd	Hel	1971-01-01	20	Kodändrad; ny länstillhörighet
030405	Håbo-Tibble	013905	Håbo-Tibble	Hel	1971-01-01	20	Kodändrad; ny länstillhörighet
030406	Håtuna	013906	Håtuna	Hel	1971-01-01	20	Kodändrad; ny länstillhörighet
030501	Kalmar	030501	Kalmar-Yttergran	Hel	2010-01-01	16	Utvidgas och namnändras
030502	Yttergran	030501	Kalmar-Yttergran	Hel	2010-01-01	10	Upphör; till befintlig
030601	Holm	038121	Holm	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
030602	Fittja	038122	Fittja	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
030603	Kulla	038123	Kulla	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
030604	Hjälsta	038124	Hjälsta	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
030605	Giresta	038125	Giresta	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
030606	Fröslunda	038126	Fröslunda	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
030607	Biskopskulla	038127	Biskopskulla	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
030608	Långtora	038128	Långtora	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
030609	Nysätra	038129	Nysätra	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
030610	Gryta	038130	Gryta	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
030701	Hagby	038007	Hagby	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
030702	Ramsta	038008	Ramsta	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
030703	Balingsta	038009	Balingsta	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
030704	Västeråker	038010	Västeråker	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
030705	Dalby	038011	Dalby	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
030706	Uppsala-Näs	038012	Uppsala-Näs	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
030801	Läby	038013	Läby	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
030802	Vänge	038014	Vänge	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
030803	Åland	038015	Åland	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
030804	Skogs-Tibble	038016	Skogs-Tibble	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
030805	Järlåsa	038017	Järlåsa	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
030901	Jumkil	038018	Jumkil	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
030902	Börje	038019	Börje	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
030903	Åkerby	038020	Åkerby	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
030904	Bälinge	038021	Bälinge	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
030905	Skuttunge	038022	Skuttunge	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
031001	Vaksala, del	038004	Vaksala	Hel	1967-01-01	10	Upphör; till befintlig
031002	Danmark	038005	Danmark	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
031003	Funbo	038006	Funbo	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
031101	Rasbo	031206	Rasbo	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
031102	Rasbokil	031207	Rasbokil	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
031201	Stavby	038039	Stavby	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
031202	Tuna	038040	Tuna	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
031203	Alunda	038209	Alunda	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
031204	Ekeby	038210	Ekeby	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
031205	Skäfthammar	038211	Skäfthammar	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
031206	Rasbo	038041	Rasbo	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
031207	Rasbokil	038042	Rasbokil	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
031301	Morkarla	038212	Morkarla	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
031302	Film	038213	Film	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
031303	Dannemora	038214	Dannemora	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
031401	Tensta	038023	Tensta	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
031402	Lena	038024	Lena	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
031403	Ärentuna	038025	Ärentuna	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
031501	Björklinge	038026	Björklinge	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
031502	Viksta	038027	Viksta	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
031601	Vendel	036003	Vendel	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
031602	Tegelsmora	036004	Tegelsmora	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
031700	Tierp, del	031700	Tierp	Hel	1962-01-01	40	Namnändrad (ej kodändrad)
031700	Tierp	031701	Tierp	Hel	1967-01-01	23	Kodändrad; annat än 20-22
031701	Tierp	036005	Tierp	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
031800	Söderfors	031801	Söderfors	Hel	1967-01-01	23	Kodändrad; annat än 20-22
031801	Söderfors	036006	Söderfors	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
031901	Älvkarleby	031902	Älvkarleby-Skutskär	Hel	2006-01-01	10	Upphör; till befintlig
031902	Skutskär	031902	Älvkarleby-Skutskär	Hel	2006-01-01	16	Utvidgas och namnändras
032000	Västland	032001	Västland	Hel	1967-01-01	23	Kodändrad; annat än 20-22
032001	Västland	036007	Västland	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
032100	Österlövsta	032101	Österlövsta	Hel	1967-01-01	23	Kodändrad; annat än 20-22
032101	Österlövsta	036008	Österlövsta	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
032201	Hållnäs	036009	Hållnäs	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
036000	Tolfta	036001	Tolfta	Hel	1967-01-01	23	Kodändrad; annat än 20-22
036000	Tolfta	036000	Tolfta	Hel	1962-01-01	15	Utvidgas
036001	Tierp, del	036000	Tolfta	Hel	1962-01-01	10	Upphör; till befintlig
036002	Tolfta	036000	Tolfta	Hel	1962-01-01	23	Kodändrad; annat än 20-22
036003	Vendel	036003	Vendel-Tegelsmora	Hel	2014-01-01	16	Utvidgas och namnändras
036004	Tegelsmora	036003	Vendel-Tegelsmora	Hel	2014-01-01	10	Upphör; till befintlig
036005	Tierp	036005	Tierp-Söderfors	Hel	2009-01-01	16	Utvidgas och namnändras
036006	Söderfors	036005	Tierp-Söderfors	Hel	2009-01-01	10	Upphör; till befintlig
036008	Österlövsta	036008	Hållnäs-Österlövsta	Hel	2006-01-01	16	Utvidgas och namnändras
036009	Hållnäs	036008	Hållnäs-Österlövsta	Hel	2006-01-01	10	Upphör; till befintlig
